jid,formula_raw,formula_reduced,cif_file,cif_path,formation_energy_peratom,ehull,exfoliation_energy,optb88vdw_bandgap,hse_gap,icsd_raw,has_icsd,reference,exp_formula_label,synthesis_data_label
JVASP-5888,SnO,SnO,JVASP-5888_SnO.cif,data/cif/JVASP-5888_SnO.cif,-1.32827,0.0,100.68,3.025,,,0,mp-2097-1L,0,0
JVASP-5890,PbS,PbS,JVASP-5890_PbS.cif,data/cif/JVASP-5890_PbS.cif,-0.46835,0.0,187.61,1.813,,,0,mp-20526-1L,0,0
JVASP-5896,HfSe3,HfSe3,JVASP-5896_HfSe3.cif,data/cif/JVASP-5896_HfSe3.cif,-0.98621,0.0,58.41,0.529,,,0,mp-976058-1L,0,0
JVASP-5899,NbSe2,NbSe2,JVASP-5899_NbSe2.cif,data/cif/JVASP-5899_NbSe2.cif,-0.73506,0.0,,0.0,,,0,mp-10028-1L,1,1
JVASP-5902,TiO2,TiO2,JVASP-5902_TiO2.cif,data/cif/JVASP-5902_TiO2.cif,-3.02047,0.0,59.97,2.625,4.04,,0,mp-25433-1L,0,0
JVASP-5905,BCl3,BCl3,JVASP-5905_BCl3.cif,data/cif/JVASP-5905_BCl3.cif,-0.84353,0.0,108.18,4.76,6.23,,0,mp-23184-1L,0,0
JVASP-5908,ZrTe3,ZrTe3,JVASP-5908_ZrTe3.cif,data/cif/JVASP-5908_ZrTe3.cif,-0.64285,0.0,74.82,0.0,,,0,mp-2089-1L,0,0
JVASP-5911,SiTe2,SiTe2,JVASP-5911_SiTe2.cif,data/cif/JVASP-5911_SiTe2.cif,0.18659,0.0,92.34,0.0,,,0,mp-2755-1L,0,0
JVASP-5914,ReSe2,ReSe2,JVASP-5914_ReSe2.cif,data/cif/JVASP-5914_ReSe2.cif,-0.30474,0.0,75.1,1.247,,,0,mp-541582-1L,1,1
JVASP-5917,PbS,PbS,JVASP-5917_PbS.cif,data/cif/JVASP-5917_PbS.cif,-0.4598,0.0,,1.802,,,0,mp-557719-1L,0,0
JVASP-5920,TaSe2,TaSe2,JVASP-5920_TaSe2.cif,data/cif/JVASP-5920_TaSe2.cif,-0.72989,0.0,91.53,0.0,,,0,mp-500-1L,1,1
JVASP-5926,TaSe2,TaSe2,JVASP-5926_TaSe2.cif,data/cif/JVASP-5926_TaSe2.cif,-0.73006,0.0,83.68,0.0,,,0,mp-8954-1L,1,1
JVASP-5929,SnSe,SnSe,JVASP-5929_SnSe.cif,data/cif/JVASP-5929_SnSe.cif,-0.3297,0.0,152.65,1.289,,,0,mp-691-1L,0,0
JVASP-5932,VS2,VS2,JVASP-5932_VS2.cif,data/cif/JVASP-5932_VS2.cif,-0.87906,0.0,86.28,0.0,,,0,mp-9561-1L,0,0
JVASP-5935,NiO2,NiO2,JVASP-5935_NiO2.cif,data/cif/JVASP-5935_NiO2.cif,-0.76107,0.0,57.78,1.253,,,0,mp-715324-1L,0,0
JVASP-5938,Te2Rh,Te2Rh,JVASP-5938_Te2Rh.cif,data/cif/JVASP-5938_Te2Rh.cif,-0.16703,0.0,200.25,0.0,,,0,mp-228-1L,0,0
JVASP-5941,W2N,W2N,JVASP-5941_W2N.cif,data/cif/JVASP-5941_W2N.cif,0.91141,0.0,,0.0,,,0,mp-27943-1L,0,0
JVASP-5944,GaS,GaS,JVASP-5944_GaS.cif,data/cif/JVASP-5944_GaS.cif,-0.65025,0.0,56.22,2.45,3.32,,0,mp-2507-1L,0,0
JVASP-5947,NbS2,NbS2,JVASP-5947_NbS2.cif,data/cif/JVASP-5947_NbS2.cif,-0.99764,0.0,96.63,0.0,,,0,mp-995122-1L,1,1
JVASP-5950,Sc2C,Sc2C,JVASP-5950_Sc2C.cif,data/cif/JVASP-5950_Sc2C.cif,-0.08039,0.0,423.69,0.0,,,0,mp-29941-1L,0,0
JVASP-5953,Te2Ir,Te2Ir,JVASP-5953_Te2Ir.cif,data/cif/JVASP-5953_Te2Ir.cif,-0.03454,0.0,211.1,0.0,,,0,mp-2285-1L,0,0
JVASP-5956,TaSe2,TaSe2,JVASP-5956_TaSe2.cif,data/cif/JVASP-5956_TaSe2.cif,-0.70829,0.0,96.41,0.0,,,0,mp-11324-1L,1,1
JVASP-5959,TaS2,TaS2,JVASP-5959_TaS2.cif,data/cif/JVASP-5959_TaS2.cif,-1.05902,0.0,78.46,0.0,,,0,mp-1411-1L,1,1
JVASP-5962,SiP2,SiP2,JVASP-5962_SiP2.cif,data/cif/JVASP-5962_SiP2.cif,-0.06209,0.0,70.1,1.557,,,0,mp-9996-1L,0,0
JVASP-5965,MgI2,MgI2,JVASP-5965_MgI2.cif,data/cif/JVASP-5965_MgI2.cif,-1.04358,0.0,82.06,3.795,4.62,,0,mp-23205-1L,0,0
JVASP-5968,SbI3,SbI3,JVASP-5968_SbI3.cif,data/cif/JVASP-5968_SbI3.cif,-0.249,0.0,97.59,2.202,,,0,mp-23281-1L,0,0
JVASP-5974,CrSe,CrSe,JVASP-5974_CrSe.cif,data/cif/JVASP-5974_CrSe.cif,-0.22516,0.0,75.92,0.0,,,0,mp-604915-1L,0,0
JVASP-5977,NiTe2,NiTe2,JVASP-5977_NiTe2.cif,data/cif/JVASP-5977_NiTe2.cif,-0.04147,0.0,172.01,0.0,,,0,mp-2578-1L,0,0
JVASP-5980,TaSe2,TaSe2,JVASP-5980_TaSe2.cif,data/cif/JVASP-5980_TaSe2.cif,-0.72995,0.0,90.69,0.0,,,0,mp-7926-1L,1,1
JVASP-5983,P,P,JVASP-5983_P.cif,data/cif/JVASP-5983_P.cif,0.11186,0.0,111.62,0.848,,,0,mp-blackP-1L,1,1
JVASP-5989,NbS2,NbS2,JVASP-5989_NbS2.cif,data/cif/JVASP-5989_NbS2.cif,-1.02992,0.0,,0.0,,,0,mp-632475-1L,1,1
JVASP-5992,NbS2,NbS2,JVASP-5992_NbS2.cif,data/cif/JVASP-5992_NbS2.cif,-1.02992,0.0,,0.0,,,0,mp-1874-1L,1,1
JVASP-5995,PbI2,PbI2,JVASP-5995_PbI2.cif,data/cif/JVASP-5995_PbI2.cif,-0.57116,0.0,87.36,2.653,3.32,,0,mp-22883-1L,0,0
JVASP-6004,BBr3,BBr3,JVASP-6004_BBr3.cif,data/cif/JVASP-6004_BBr3.cif,-0.35573,0.0,125.36,3.808,,,0,mp-23225-1L,0,0
JVASP-6007,PbO,PbO,JVASP-6007_PbO.cif,data/cif/JVASP-6007_PbO.cif,-1.14555,0.0,85.9,2.592,3.5,,0,mp-19921-1L,0,0
JVASP-6010,TiSe,TiSe,JVASP-6010_TiSe.cif,data/cif/JVASP-6010_TiSe.cif,-0.74471,0.0,95.66,0.0,,,0,mp-13152-1L,0,0
JVASP-6013,TaSe2,TaSe2,JVASP-6013_TaSe2.cif,data/cif/JVASP-6013_TaSe2.cif,-0.72996,0.0,88.52,0.0,,,0,mp-13870-1L,1,1
JVASP-6016,SiS2,SiS2,JVASP-6016_SiS2.cif,data/cif/JVASP-6016_SiS2.cif,-0.58466,0.0,85.99,2.702,4.2,,0,mp-1602-1L,0,0
JVASP-6019,ZrSe3,ZrSe3,JVASP-6019_ZrSe3.cif,data/cif/JVASP-6019_ZrSe3.cif,-1.04529,0.0,58.41,0.526,,,0,mp-1683-1L,0,0
JVASP-6022,ReS2,ReS2,JVASP-6022_ReS2.cif,data/cif/JVASP-6022_ReS2.cif,-0.55899,0.0,,1.43,,,0,mp-572758-1L,1,1
JVASP-60235,P,P,JVASP-60235_P.cif,data/cif/JVASP-60235_P.cif,0.11176,0.0,111.76,0.848,,,0,mp-157-1L,1,1
JVASP-60236,Nb2O5,Nb2O5,JVASP-60236_Nb2O5.cif,data/cif/JVASP-60236_Nb2O5.cif,-2.44149,0.0,245.37,3.107,,,0,mp-1595-1L,0,0
JVASP-60237,Te2Au,Te2Au,JVASP-60237_Te2Au.cif,data/cif/JVASP-60237_Te2Au.cif,0.25302,0.0,316.58,0.0,,,0,mp-1662-1L,0,0
JVASP-60241,Ge3Sb2O9,Ge3Sb2O9,JVASP-60241_Ge3Sb2O9.cif,data/cif/JVASP-60241_Ge3Sb2O9.cif,-1.45837,0.0,154.11,3.987,,,0,mp-17708-1L,0,0
JVASP-60242,SiAs,SiAs,JVASP-60242_SiAs.cif,data/cif/JVASP-60242_SiAs.cif,0.01444,0.0,71.43,1.808,,,0,mp-1863-1L,0,0
JVASP-60243,NbS2,NbS2,JVASP-60243_NbS2.cif,data/cif/JVASP-60243_NbS2.cif,-1.03008,0.0,,0.0,,,0,mp-1874-1L,1,1
JVASP-60244,FeSe,FeSe,JVASP-60244_FeSe.cif,data/cif/JVASP-60244_FeSe.cif,-0.19775,0.0,85.56,0.0,,,0,mp-20311-1L,0,0
JVASP-60249,TeO2,TeO2,JVASP-60249_TeO2.cif,data/cif/JVASP-60249_TeO2.cif,-1.02456,0.0,90.86,1.701,,,0,mp-2125-1L,0,0
JVASP-6025,SnSe,SnSe,JVASP-6025_SnSe.cif,data/cif/JVASP-6025_SnSe.cif,-0.32739,0.0,,1.106,,,0,mp-8936-1L,0,0
JVASP-60251,InSe,InSe,JVASP-60251_InSe.cif,data/cif/JVASP-60251_InSe.cif,-0.34293,0.0,151.92,1.715,,,0,mp-21405-1L,1,1
JVASP-60253,UTe3,UTe3,JVASP-60253_UTe3.cif,data/cif/JVASP-60253_UTe3.cif,-0.48061,0.0,59.61,0.0,,,0,mp-22231-1L,0,0
JVASP-60254,InCuP2Se6,InCu(PSe3)2,JVASP-60254_InCuP2Se6.cif,data/cif/JVASP-60254_InCuP2Se6.cif,-0.10629,0.0,79.03,0.559,,,0,mp-22449-1L,0,0
JVASP-60257,CuBr,CuBr,JVASP-60257_CuBr.cif,data/cif/JVASP-60257_CuBr.cif,-0.17974,0.0,75.37,1.664,,,0,mp-22917-1L,0,0
JVASP-60258,YCI,YCI,JVASP-60258_YCI.cif,data/cif/JVASP-60258_YCI.cif,-0.9416,0.0,,0.0,,,0,mp-23062-1L,0,0
JVASP-60259,Pr2Br5,Pr2Br5,JVASP-60259_Pr2Br5.cif,data/cif/JVASP-60259_Pr2Br5.cif,-1.82049,0.0,93.65,0.302,,,0,mp-23169-1L,0,0
JVASP-60261,CuBr,CuBr,JVASP-60261_CuBr.cif,data/cif/JVASP-60261_CuBr.cif,-0.05953,0.0,181.19,1.169,,,0,mp-23227-1L,0,0
JVASP-60262,Bi2O3,Bi2O3,JVASP-60262_Bi2O3.cif,data/cif/JVASP-60262_Bi2O3.cif,-1.14248,0.0,221.35,3.164,,,0,mp-23262-1L,0,0
JVASP-60263,TiCl3,TiCl3,JVASP-60263_TiCl3.cif,data/cif/JVASP-60263_TiCl3.cif,-1.58973,0.0,73.29,0.0,,,0,mp-23275-1L,0,0
JVASP-60264,TbCl3,TbCl3,JVASP-60264_TbCl3.cif,data/cif/JVASP-60264_TbCl3.cif,-2.29407,0.0,82.25,3.909,,,0,mp-23293-1L,0,0
JVASP-60267,ErHCl,ErHCl,JVASP-60267_ErHCl.cif,data/cif/JVASP-60267_ErHCl.cif,-1.44618,0.0,,0.0,,,0,mp-24051-1L,0,0
JVASP-60268,ScHCl,ScHCl,JVASP-60268_ScHCl.cif,data/cif/JVASP-60268_ScHCl.cif,-1.41348,0.0,,0.0,,,0,mp-24081-1L,0,0
JVASP-60272,Sr3Fe2Cl2O5,Sr3Fe2Cl2O5,JVASP-60272_Sr3Fe2Cl2O5.cif,data/cif/JVASP-60272_Sr3Fe2Cl2O5.cif,-2.3151,0.0,40.12,0.0,,,0,mp-24935-1L,0,0
JVASP-60279,NbS2,NbS2,JVASP-60279_NbS2.cif,data/cif/JVASP-60279_NbS2.cif,-1.03008,0.0,1.92,0.0,,,0,mp-2648-1L,1,1
JVASP-6028,SnSe,SnSe,JVASP-6028_SnSe.cif,data/cif/JVASP-6028_SnSe.cif,-0.32722,0.0,143.57,1.193,,,0,mp-2168-1L,0,0
JVASP-60280,UBr4,UBr4,JVASP-60280_UBr4.cif,data/cif/JVASP-60280_UBr4.cif,-1.28049,0.0,70.27,0.19,,,0,mp-27153-1L,0,0
JVASP-60285,ReBiO4,ReBiO4,JVASP-60285_ReBiO4.cif,data/cif/JVASP-60285_ReBiO4.cif,-1.14512,0.0,,0.0,,,0,mp-27360-1L,0,0
JVASP-60286,AlPd5I2,AlPd5I2,JVASP-60286_AlPd5I2.cif,data/cif/JVASP-60286_AlPd5I2.cif,-0.35118,0.0,49.72,0.0,,,0,mp-27393-1L,0,0
JVASP-60287,NiCl2,NiCl2,JVASP-60287_NiCl2.cif,data/cif/JVASP-60287_NiCl2.cif,-0.55825,0.0,66.03,0.939,,,0,mp-27396-1L,0,0
JVASP-60289,CaClF,CaClF,JVASP-60289_CaClF.cif,data/cif/JVASP-60289_CaClF.cif,-3.31174,0.0,75.82,2.276,7.74,,0,mp-27546-1L,0,0
JVASP-60290,NiBr2,NiBr2,JVASP-60290_NiBr2.cif,data/cif/JVASP-60290_NiBr2.cif,-0.29916,0.0,73.59,0.61,,,0,mp-27637-1L,0,0
JVASP-60291,ThI4,ThI4,JVASP-60291_ThI4.cif,data/cif/JVASP-60291_ThI4.cif,-1.17178,0.0,,1.72,,,0,mp-27697-1L,0,0
JVASP-60293,PdI2,PdI2,JVASP-60293_PdI2.cif,data/cif/JVASP-60293_PdI2.cif,-0.08879,0.0,131.73,1.152,,,0,mp-27747-1L,0,0
JVASP-60294,UIN,UIN,JVASP-60294_UIN.cif,data/cif/JVASP-60294_UIN.cif,-1.38931,0.0,51.43,0.0,,,0,mp-27763-1L,0,0
JVASP-60295,Nb3Br8,Nb3Br8,JVASP-60295_Nb3Br8.cif,data/cif/JVASP-60295_Nb3Br8.cif,-0.88994,0.0,85.96,0.039,,,0,mp-27771-1L,0,0
JVASP-60296,Nb3I8,Nb3I8,JVASP-60296_Nb3I8.cif,data/cif/JVASP-60296_Nb3I8.cif,-0.45018,0.0,,0.0,,,0,mp-27772-1L,0,0
JVASP-60300,NdBr3,NdBr3,JVASP-60300_NdBr3.cif,data/cif/JVASP-60300_NdBr3.cif,-1.89485,0.0,,3.021,,,0,mp-27975-1L,0,0
JVASP-60301,SiP,SiP,JVASP-60301_SiP.cif,data/cif/JVASP-60301_SiP.cif,-0.08291,0.0,,1.988,,,0,mp-2798-1L,0,0
JVASP-60305,TcP3,TcP3,JVASP-60305_TcP3.cif,data/cif/JVASP-60305_TcP3.cif,0.02384,0.0,,0.0,,,0,mp-28029-1L,0,0
JVASP-60308,SbAsO3,SbAsO3,JVASP-60308_SbAsO3.cif,data/cif/JVASP-60308_SbAsO3.cif,-1.30635,0.0,66.31,3.998,,,0,mp-28109-1L,0,0
JVASP-6031,MnI2,MnI2,JVASP-6031_MnI2.cif,data/cif/JVASP-6031_MnI2.cif,-0.30239,0.0,82.29,1.044,,,0,mp-28013-1L,0,0
JVASP-60315,NbTe5Pd,NbTe5Pd,JVASP-60315_NbTe5Pd.cif,data/cif/JVASP-60315_NbTe5Pd.cif,-0.24403,0.0,,0.0,,,0,mp-28616-1L,0,0
JVASP-60317,TaCoTe2,TaCoTe2,JVASP-60317_TaCoTe2.cif,data/cif/JVASP-60317_TaCoTe2.cif,-0.22052,0.0,76.49,0.0,,,0,mp-28846-1L,0,0
JVASP-60320,SrBi2O4,Sr(BiO2)2,JVASP-60320_SrBi2O4.cif,data/cif/JVASP-60320_SrBi2O4.cif,-1.82605,0.0,45.28,2.06,,,0,mp-29048-1L,0,0
JVASP-60322,Nb2SiTe4,Nb2SiTe4,JVASP-60322_Nb2SiTe4.cif,data/cif/JVASP-60322_Nb2SiTe4.cif,-0.36763,0.0,,0.524,,,0,mp-29072-1L,0,0
JVASP-60324,RuCl2O,RuCl2O,JVASP-60324_RuCl2O.cif,data/cif/JVASP-60324_RuCl2O.cif,-0.76479,0.0,,0.0,,,0,mp-29132-1L,0,0
JVASP-60331,ZnAs2O4,Zn(AsO2)2,JVASP-60331_ZnAs2O4.cif,data/cif/JVASP-60331_ZnAs2O4.cif,-1.3454,0.0,,3.781,,,0,mp-29509-1L,0,0
JVASP-60332,CeSiI,CeSiI,JVASP-60332_CeSiI.cif,data/cif/JVASP-60332_CeSiI.cif,-0.9695,0.0,43.28,0.0,,,0,mp-29535-1L,0,0
JVASP-60337,Ag3SnP7,Ag3SnP7,JVASP-60337_Ag3SnP7.cif,data/cif/JVASP-60337_Ag3SnP7.cif,0.25206,0.0,309.41,0.317,,,0,mp-29849-1L,0,0
JVASP-6034,CoBr2,CoBr2,JVASP-6034_CoBr2.cif,data/cif/JVASP-6034_CoBr2.cif,-0.20933,0.0,75.46,0.0,,,0,mp-30033-1L,0,0
JVASP-60340,BaAl2Cl8,Ba(AlCl4)2,JVASP-60340_BaAl2Cl8.cif,data/cif/JVASP-60340_BaAl2Cl8.cif,-1.86579,0.0,,1.417,,,0,mp-30023-1L,0,0
JVASP-60341,PrTe2Se,PrTe2Se,JVASP-60341_PrTe2Se.cif,data/cif/JVASP-60341_PrTe2Se.cif,-1.13812,0.0,,0.0,,,0,mp-30125-1L,0,0
JVASP-60346,LaIO,LaIO,JVASP-60346_LaIO.cif,data/cif/JVASP-60346_LaIO.cif,-2.92883,0.0,,3.74,,,0,mp-30993-1L,0,0
JVASP-60348,UB2O6,U(BO3)2,JVASP-60348_UB2O6.cif,data/cif/JVASP-60348_UB2O6.cif,-2.74397,0.0,,2.527,,,0,mp-31013-1L,0,0
JVASP-60349,Ta3SBr7,Ta3SBr7,JVASP-60349_Ta3SBr7.cif,data/cif/JVASP-60349_Ta3SBr7.cif,-0.89188,0.0,87.8,0.881,,,0,mp-31015-1L,0,0
JVASP-60353,CoCl2O8,Co(ClO4)2,JVASP-60353_CoCl2O8.cif,data/cif/JVASP-60353_CoCl2O8.cif,0.08277,0.0,,0.461,,,0,mp-31621-1L,0,0
JVASP-60356,SnP7Au3,SnP7Au3,JVASP-60356_SnP7Au3.cif,data/cif/JVASP-60356_SnP7Au3.cif,0.17907,0.0,278.16,0.107,,,0,mp-3245-1L,0,0
JVASP-60357,VBrO,VBrO,JVASP-60357_VBrO.cif,data/cif/JVASP-60357_VBrO.cif,-1.69222,0.0,41.34,0.0,,,0,mp-32497-1L,0,0
JVASP-60359,CoO2,CoO2,JVASP-60359_CoO2.cif,data/cif/JVASP-60359_CoO2.cif,-0.92456,0.0,67.15,0.0,,,0,mp-32686-1L,0,0
JVASP-60360,BiTeBr,BiTeBr,JVASP-60360_BiTeBr.cif,data/cif/JVASP-60360_BiTeBr.cif,-0.39859,0.0,105.23,1.718,,,0,mp-33723-1L,0,0
JVASP-60361,UTeN,UTeN,JVASP-60361_UTeN.cif,data/cif/JVASP-60361_UTeN.cif,-1.27421,0.0,75.84,0.0,,,0,mp-3402-1L,0,0
JVASP-60362,TiNbS4,TiNbS4,JVASP-60362_TiNbS4.cif,data/cif/JVASP-60362_TiNbS4.cif,-1.16324,0.0,92.57,0.0,,,0,mp-34289-1L,0,0
JVASP-60363,SbPO4,SbPO4,JVASP-60363_SbPO4.cif,data/cif/JVASP-60363_SbPO4.cif,-1.87777,0.0,105.46,4.168,,,0,mp-3439-1L,0,0
JVASP-60365,CrSiTe3,CrSiTe3,JVASP-60365_CrSiTe3.cif,data/cif/JVASP-60365_CrSiTe3.cif,-0.0545,0.0,,0.559,,,0,mp-3779-1L,0,0
JVASP-60367,NdTe2Se,NdTe2Se,JVASP-60367_NdTe2Se.cif,data/cif/JVASP-60367_NdTe2Se.cif,-1.12543,0.0,,0.0,,,0,mp-4437-1L,0,0
JVASP-60368,C,C,JVASP-60368_C.cif,data/cif/JVASP-60368_C.cif,0.07195,0.0,,0.0,,,0,mp-48-1L,1,1
JVASP-60369,NiP2,NiP2,JVASP-60369_NiP2.cif,data/cif/JVASP-60369_NiP2.cif,0.09169,0.0,464.34,0.135,,,0,mp-486-1L,0,0
JVASP-6037,ZrCl2,ZrCl2,JVASP-6037_ZrCl2.cif,data/cif/JVASP-6037_ZrCl2.cif,-1.69261,0.0,69.38,1.197,,,0,mp-23162-1L,0,0
JVASP-60375,Nb3SiTe6,Nb3SiTe6,JVASP-60375_Nb3SiTe6.cif,data/cif/JVASP-60375_Nb3SiTe6.cif,-0.35612,0.0,94.3,0.0,,,0,mp-505137-1L,0,0
JVASP-60385,PbI2,PbI2,JVASP-60385_PbI2.cif,data/cif/JVASP-60385_PbI2.cif,-0.57103,0.0,88.56,2.098,,,0,mp-540789-1L,0,0
JVASP-60389,CrGeTe3,CrGeTe3,JVASP-60389_CrGeTe3.cif,data/cif/JVASP-60389_CrGeTe3.cif,-0.0397,0.0,89.48,0.405,,,0,mp-541449-1L,0,0
JVASP-60390,NbSe2Br2,Nb(SeBr)2,JVASP-60390_NbSe2Br2.cif,data/cif/JVASP-60390_NbSe2Br2.cif,-0.69825,0.0,74.06,1.102,,,0,mp-541667-1L,0,0
JVASP-60391,CoH2SeO4,CoH2SeO4,JVASP-60391_CoH2SeO4.cif,data/cif/JVASP-60391_CoH2SeO4.cif,-0.62916,0.0,,0.0,,,0,mp-541780-1L,0,0
JVASP-60392,CrPS4,CrPS4,JVASP-60392_CrPS4.cif,data/cif/JVASP-60392_CrPS4.cif,-0.40312,0.0,72.2,0.774,,,0,mp-542096-1L,0,0
JVASP-60396,Ca2CuBr2O2,Ca2Cu(BrO)2,JVASP-60396_Ca2CuBr2O2.cif,data/cif/JVASP-60396_Ca2CuBr2O2.cif,-2.05509,0.0,43.57,0.0,,,0,mp-545481-1L,0,0
JVASP-6040,MgBr2,MgBr2,JVASP-6040_MgBr2.cif,data/cif/JVASP-6040_MgBr2.cif,-1.52365,0.0,71.93,3.164,6.07,,0,mp-30034-1L,0,0
JVASP-60402,YClO,YClO,JVASP-60402_YClO.cif,data/cif/JVASP-60402_YClO.cif,-3.28461,0.0,35.06,4.42,,,0,mp-552120-1L,0,0
JVASP-60403,SrBiBrO2,SrBiBrO2,JVASP-60403_SrBiBrO2.cif,data/cif/JVASP-60403_SrBiBrO2.cif,-1.93826,0.0,177.25,1.919,,,0,mp-552234-1L,0,0
JVASP-60407,NbS2,NbS2,JVASP-60407_NbS2.cif,data/cif/JVASP-60407_NbS2.cif,-1.03011,0.0,,0.0,,,0,mp-555293-1L,1,1
JVASP-60413,NpIO,NpIO,JVASP-60413_NpIO.cif,data/cif/JVASP-60413_NpIO.cif,-2.28984,0.0,52.76,0.0,,,0,mp-556939-1L,0,0
JVASP-60416,VS2,VS2,JVASP-60416_VS2.cif,data/cif/JVASP-60416_VS2.cif,-0.87915,0.0,59.73,0.0,,,0,mp-557523-1L,0,0
JVASP-60426,NbP2S8,Nb(PS4)2,JVASP-60426_NbP2S8.cif,data/cif/JVASP-60426_NbP2S8.cif,-0.36564,0.0,78.64,1.359,,,0,mp-559923-1L,0,0
JVASP-60433,ZnWO4,ZnWO4,JVASP-60433_ZnWO4.cif,data/cif/JVASP-60433_ZnWO4.cif,-1.90808,0.0,140.22,1.781,,,0,mp-561591-1L,0,0
JVASP-60439,PdSe8Cl2,Pd(Se4Cl)2,JVASP-60439_PdSe8Cl2.cif,data/cif/JVASP-60439_PdSe8Cl2.cif,-0.0619,0.0,88.81,1.368,,,0,mp-567437-1L,0,0
JVASP-60440,HgI2,HgI2,JVASP-60440_HgI2.cif,data/cif/JVASP-60440_HgI2.cif,-0.02157,0.0,132.27,1.797,,,0,mp-567471-1L,0,0
JVASP-60442,PbI2,PbI2,JVASP-60442_PbI2.cif,data/cif/JVASP-60442_PbI2.cif,-0.57107,0.0,88.74,2.639,,,0,mp-567503-1L,0,0
JVASP-60443,CrCl3,CrCl3,JVASP-60443_CrCl3.cif,data/cif/JVASP-60443_CrCl3.cif,-1.08339,0.0,,1.704,,,0,mp-567504-1L,1,1
JVASP-60447,Nb3TeI7,Nb3TeI7,JVASP-60447_Nb3TeI7.cif,data/cif/JVASP-60447_Nb3TeI7.cif,-0.4668,0.0,97.28,0.605,,,0,mp-567713-1L,0,0
JVASP-60452,GaSe,GaSe,JVASP-60452_GaSe.cif,data/cif/JVASP-60452_GaSe.cif,-0.52313,0.0,58.76,1.866,,,0,mp-568263-1L,1,1
JVASP-60453,HfBrN,HfBrN,JVASP-60453_HfBrN.cif,data/cif/JVASP-60453_HfBrN.cif,-1.77352,0.0,42.3,2.226,,,0,mp-568346-1L,0,0
JVASP-60454,MoCl3,MoCl3,JVASP-60454_MoCl3.cif,data/cif/JVASP-60454_MoCl3.cif,-0.85441,0.0,,0.571,,,0,mp-568394-1L,0,0
JVASP-60456,CdBr2,CdBr2,JVASP-60456_CdBr2.cif,data/cif/JVASP-60456_CdBr2.cif,-0.8093,0.0,75.23,1.961,,,0,mp-568690-1L,0,0
JVASP-60457,CdBr2,CdBr2,JVASP-60457_CdBr2.cif,data/cif/JVASP-60457_CdBr2.cif,-0.80927,0.0,75.79,3.248,,,0,mp-568722-1L,0,0
JVASP-60459,UTe3,UTe3,JVASP-60459_UTe3.cif,data/cif/JVASP-60459_UTe3.cif,-0.47696,0.0,75.2,0.0,,,0,mp-568948-1L,0,0
JVASP-60460,BiI3,BiI3,JVASP-60460_BiI3.cif,data/cif/JVASP-60460_BiI3.cif,-0.36479,0.0,92.65,2.548,,,0,mp-569157-1L,0,0
JVASP-60461,Bi2Pt,Bi2Pt,JVASP-60461_Bi2Pt.cif,data/cif/JVASP-60461_Bi2Pt.cif,0.04235,0.0,,0.0,,,0,mp-569581-1L,0,0
JVASP-60464,CuBiP2Se6,CuBi(PSe3)2,JVASP-60464_CuBiP2Se6.cif,data/cif/JVASP-60464_CuBiP2Se6.cif,-0.06583,0.0,78.66,0.872,,,0,mp-569715-1L,0,0
JVASP-60467,InBr3,InBr3,JVASP-60467_InBr3.cif,data/cif/JVASP-60467_InBr3.cif,-0.75238,0.0,77.39,2.883,,,0,mp-570219-1L,0,0
JVASP-60469,YbI2,YbI2,JVASP-60469_YbI2.cif,data/cif/JVASP-60469_YbI2.cif,-1.62949,0.0,84.17,4.054,,,0,mp-570418-1L,0,0
JVASP-60470,ZrI2,ZrI2,JVASP-60470_ZrI2.cif,data/cif/JVASP-60470_ZrI2.cif,-0.84894,0.0,78.03,0.443,,,0,mp-570506-1L,0,0
JVASP-60473,Pr3OsI3,Pr3OsI3,JVASP-60473_Pr3OsI3.cif,data/cif/JVASP-60473_Pr3OsI3.cif,-0.95449,0.0,71.99,0.322,,,0,mp-570779-1L,0,0
JVASP-60474,Li2UI6,Li2UI6,JVASP-60474_Li2UI6.cif,data/cif/JVASP-60474_Li2UI6.cif,-0.9718,0.0,,0.006,,,0,mp-570813-1L,0,0
JVASP-60475,BaB2Se6,Ba(BSe3)2,JVASP-60475_BaB2Se6.cif,data/cif/JVASP-60475_BaB2Se6.cif,0.00332,0.0,,0.261,,,0,mp-570823-1L,0,0
JVASP-60477,RuCl3,RuCl3,JVASP-60477_RuCl3.cif,data/cif/JVASP-60477_RuCl3.cif,-0.48611,0.0,74.42,0.011,,,0,mp-570997-1L,0,0
JVASP-60479,TiBr3,TiBr3,JVASP-60479_TiBr3.cif,data/cif/JVASP-60479_TiBr3.cif,-1.18448,0.0,50.39,0.0,,,0,mp-571065-1L,0,0
JVASP-60480,FeCl2,FeCl2,JVASP-60480_FeCl2.cif,data/cif/JVASP-60480_FeCl2.cif,-0.67083,0.0,,0.0,,,0,mp-571096-1L,0,0
JVASP-60482,TiCl3,TiCl3,JVASP-60482_TiCl3.cif,data/cif/JVASP-60482_TiCl3.cif,-1.59092,0.0,61.07,0.0,,,0,mp-571424-1L,0,0
JVASP-60483,NbCoTe2,NbCoTe2,JVASP-60483_NbCoTe2.cif,data/cif/JVASP-60483_NbCoTe2.cif,-0.26885,0.0,80.47,0.0,,,0,mp-571471-1L,0,0
